question_id,question,optimized_query,rank,doc_id,rerank_score,distance,chunking_method,chunk_format,source_file,page,parent_title,document_type,table_id,table_kind,row_index,text_chars,looks_tabular,text_preview
6,Quelle est la langue d'enseignement imposée aux établissements privés d'éducation ?,Langue officielle d'enseignement obligatoire dans les établissements privés d'éducation en Algérie,5,F2008004.txt_regex_doc_3_art_59,0.21728515625,0.8722457885742188,regex,article,F2008004.txt,6,Loi n° 08-04 du 15 Moharram 1429 correspondant au 23 janvier 2008 portant loi d'orientation sur l'éducation nationale.,Loi,,,,620,False,"Source: Loi n° 08-04 du 15 Moharram 1429 correspondant au 23 janvier 2008 portant loi d'orientation sur l'éducation nationale. Contenu: Art. 60. — Les établissements privés d'éducation et d'enseignement sont tenus d'appliquer les programmes d'enseignement officiels arrêtés par le ministre chargé de l’éducation nationale. Toute autre activité éducative ou pédagogique que les établissements se proposent de dispenser, en sus de celles prévues par les programmes officiels, est soumise à l'autorisation préalable du ministre chargé de l'éducation nationale et aux dispositions de la présente loi notamment son article 2."
7,Quelles sont les quatre directions qui composent la direction générale des enseignements et de la formation supérieurs ?,Quelles sont les quatre directions constitutives de la direction générale des enseignements et de la formation supérieurs (DGEFS) en Algérie ?,1,F2013008.txt_regex_doc_3_art_1,0.99755859375,0.842621922492981,regex,article,F2013008.txt,7,Décret exécutif n° 13-78 du 18 Rabie El Aouel 1434 correspondant au 30 janvier 2013 portant organisation de l'administration centrale du ministère de l'enseignement supérieur et de la recherche scientifique.,Décret,,,,16607,False,Source: Décret exécutif n° 13-78 du 18 Rabie El Aouel 1434 correspondant au 30 janvier 2013 portant organisation de l'administration centrale du ministère de l'enseignement supérieur et de la recherche scientifique. Contenu: Art. 2. — La direction générale des enseignements et de la formation supérieurs est chargée : — de participer à l'élaboration de la politique nationale en matière d'enseignement et de formation supérieurs ; — de participer à l'élaboration de la stratégie de développement de l'enseignement et de la formation supérieurs dans leurs dimensions académiques et professionnelles ; — de mettre en place un système d'orientation pédagogique des étudiants en relation avec les struct
7,Quelles sont les quatre directions qui composent la direction générale des enseignements et de la formation supérieurs ?,Quelles sont les quatre directions constitutives de la direction générale des enseignements et de la formation supérieurs (DGEFS) en Algérie ?,2,F2014005.txt_regex_doc_7_art_1,0.99365234375,0.883489727973938,regex,article,F2014005.txt,8,Décret exécutif n° 14-22 du 21 Rabie El Aouel 1435 correspondant au 23 janvier 2014 modifiant le décret exécutif n° 13-78 du 18 Rabie El Aouel 1434 correspondant au 30 janvier 2013 portant organisation de l’administration centrale du ministère de l’enseignement supérieur et de la recherche scientifique.,Décret,,,,36311,False,"Source: Décret exécutif n° 14-22 du 21 Rabie El Aouel 1435 correspondant au 23 janvier 2014 modifiant le décret exécutif n° 13-78 du 18 Rabie El Aouel 1434 correspondant au 30 janvier 2013 portant organisation de l’administration centrale du ministère de l’enseignement supérieur et de la recherche scientifique. Contenu: Art. 2. — Les articles 1er, 2, 3, 4, 5, 7 et 9 du décret exécutif n° 13-78 du 18 Rabie El Aouel 1434 correspondant au 30 janvier 2013, susvisé, sont modifiés et rédigés comme suit : « Article 1er. — Sous l’autorité du ministre, l’administration centrale du ministère de l’enseignement supérieur et de la recherche scientifique comprend : 1- ............. (sans changement)......"
7,Quelles sont les quatre directions qui composent la direction générale des enseignements et de la formation supérieurs ?,Quelles sont les quatre directions constitutives de la direction générale des enseignements et de la formation supérieurs (DGEFS) en Algérie ?,3,F2003002.txt_regex_doc_4_art_1,0.9775390625,0.7991586923599243,regex,article,F2003002.txt,8,Décret exécutif n° 03-01 du 2 Dhou El Kaada 1423 correspondant au 4 janvier 2003 portant organisation de l’administration centrale du ministère de l’enseignement supérieur et de la recherche scientifique.,Décret,,,,2840,False,"Source: Décret exécutif n° 03-01 du 2 Dhou El Kaada 1423 correspondant au 4 janvier 2003 portant organisation de l’administration centrale du ministère de l’enseignement supérieur et de la recherche scientifique. Contenu: Art. 2. — La direction de la formation supérieure graduée est chargée : — de mettre en place un système d’orientation pédagogique des étudiants et ce, en relation avec les structures et les instances concernées ; — de définir les conditions d’ouverture, de fermeture et d’organisation des différents cycles et filières ainsi que l’habilitation des programmes de formation supérieure de graduation ; — de déterminer les règles générales des modes de contrôle des connaissances et"
7,Quelles sont les quatre directions qui composent la direction générale des enseignements et de la formation supérieurs ?,Quelles sont les quatre directions constitutives de la direction générale des enseignements et de la formation supérieurs (DGEFS) en Algérie ?,4,F2013008.txt_regex_doc_3_art_3,0.8798828125,0.8724488615989685,regex,article,F2013008.txt,7,Décret exécutif n° 13-78 du 18 Rabie El Aouel 1434 correspondant au 30 janvier 2013 portant organisation de l'administration centrale du ministère de l'enseignement supérieur et de la recherche scientifique.,Décret,,,,10769,False,"Source: Décret exécutif n° 13-78 du 18 Rabie El Aouel 1434 correspondant au 30 janvier 2013 portant organisation de l'administration centrale du ministère de l'enseignement supérieur et de la recherche scientifique. Contenu: Art. 4. — La direction générale de la formation à l'étranger, de la coopération et des échanges interuniversitaires est chargée : — de proposer les plans de formation et de perfectionnement à l'étranger en coordination avec les institutions et établissements concernés ; — de proposer et mettre en place les mécanismes de prise en charge et de suivi de la formation des étudiants et stagiaires étrangers, en coordination avec les structures concernées du ministère des affair"
7,Quelles sont les quatre directions qui composent la direction générale des enseignements et de la formation supérieurs ?,Quelles sont les quatre directions constitutives de la direction générale des enseignements et de la formation supérieurs (DGEFS) en Algérie ?,5,F2019002.txt_regex_doc_3_art_1,0.779296875,0.888176441192627,regex,article,F2019002.txt,15,Décret exécutif n° 19-02 du Aouel Joumada El Oula 1440 correspondant au 8 janvier 2019 portant organisation de l’administration centrale du ministère de l’éducation nationale.,Décret,,,,19163,False,"Source: Décret exécutif n° 19-02 du Aouel Joumada El Oula 1440 correspondant au 8 janvier 2019 portant organisation de l’administration centrale du ministère de l’éducation nationale. Contenu: Art. 2. — La direction générale des enseignements, est chargée : — de participer à l’élaboration des éléments de la politique nationale en matière d’éducation et d’enseignement ; — d’élaborer la stratégie du développement du système éducatif en matière de refonte pédagogique ; — d’organiser la mise en œuvre de la stratégie du développement du système éducatif dans sa dimension pédagogique ; — d’assurer le suivi de l’exécution de la stratégie en matière de programmes d’enseignement, d’outils didactiques"
8,"Quelles sont les obligations des opérateurs de télécommunications (GSM, 3G, V.SAT) concernant les réquisitions judiciaires ?","Obligations légales des opérateurs de télécommunications (GSM, 3G, V.SAT) face aux réquisitions judiciaires en Algérie",1,F2015008.txt_regex_doc_11_art_2,0.7041015625,0.7806766033172607,regex,article,F2015008.txt,20,Décret exécutif n° 15-67 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 portant approbation de la modification du cahier des charges annexé au décret exécutif n° 14-294 du 22 Dhou El Hidja 1435 correspondant au 16 octobre 2014 portant approbation du renouvellement de la licence d’établissement et d’exploitation d’un réseau public de télécommunications par satellite de type V.SAT et de fourniture de services de télécommunications au public attribuée à la société « Divona Algérie ».,Décret,,,,1671,False,"Source: Décret exécutif n° 15-67 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 portant approbation de la modification du cahier des charges annexé au décret exécutif n° 14-294 du 22 Dhou El Hidja 1435 correspondant au 16 octobre 2014 portant approbation du renouvellement de la licence d’établissement et d’exploitation d’un réseau public de télécommunications par satellite de type V.SAT et de fourniture de services de télécommunications au public attribuée à la société « Divona Algérie ». Contenu: Art. 23. — Prescriptions exigées pour la défense nationale et la sécurité publique. Le titulaire est tenu, conformément à la législation en vigueur, de répondre positivement et dans les pl"
8,"Quelles sont les obligations des opérateurs de télécommunications (GSM, 3G, V.SAT) concernant les réquisitions judiciaires ?","Obligations légales des opérateurs de télécommunications (GSM, 3G, V.SAT) face aux réquisitions judiciaires en Algérie",2,F2015008.txt_regex_doc_10_art_2,0.67724609375,0.7333409786224365,regex,article,F2015008.txt,18,"Décret exécutif n° 15-66 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 portant approbation de la modification du cahier des charges annexé au décret exécutif n° 14-220 du 15 Chaoual 1435 correspondant au 11 août 2014 portant approbation de la licence d’établissement et d’exploitation d’un réseau public de télécommunications par satellite de type V.SAT et de fourniture de services de télécommunications au public attribuée, à titre de cession, à la société « Algérie Télécom Satellite Spa ».",Décret,,,,1679,False,"Source: Décret exécutif n° 15-66 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 portant approbation de la modification du cahier des charges annexé au décret exécutif n° 14-220 du 15 Chaoual 1435 correspondant au 11 août 2014 portant approbation de la licence d’établissement et d’exploitation d’un réseau public de télécommunications par satellite de type V.SAT et de fourniture de services de télécommunications au public attribuée, à titre de cession, à la société « Algérie Télécom Satellite Spa ». Contenu: Art. 23. — Prescriptions exigées pour la défense nationale et la sécurité publique Le titulaire est tenu, conformément à la législation en vigueur, de répondre positivement et dan"
8,"Quelles sont les obligations des opérateurs de télécommunications (GSM, 3G, V.SAT) concernant les réquisitions judiciaires ?","Obligations légales des opérateurs de télécommunications (GSM, 3G, V.SAT) face aux réquisitions judiciaires en Algérie",3,F2015008.txt_regex_doc_8_art_2,0.568359375,0.6916548609733582,regex,article,F2015008.txt,16,"Décret exécutif n° 15-64 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 portant approbation de la modification du cahier des charges annexé au décret exécutif n° 13-405 du 28 Moharram 1435 correspondant au 2 décembre 2013 portant approbation de la licence d’établissement et d’exploitation d’un réseau public de télécommunications de troisième génération (3G) et de fourniture de services de télécommunications au public, attribuée à la société « Algérie Télécom Mobile ».",Décret,,,,1657,False,"Source: Décret exécutif n° 15-64 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 portant approbation de la modification du cahier des charges annexé au décret exécutif n° 13-405 du 28 Moharram 1435 correspondant au 2 décembre 2013 portant approbation de la licence d’établissement et d’exploitation d’un réseau public de télécommunications de troisième génération (3G) et de fourniture de services de télécommunications au public, attribuée à la société « Algérie Télécom Mobile ». Contenu: Art. 22. — Prescriptions exigées pour la défense nationale et la sécurité publique Le titulaire est tenu, conformément à la législation en vigueur, de répondre positivement et dans les plus brefs délai"
8,"Quelles sont les obligations des opérateurs de télécommunications (GSM, 3G, V.SAT) concernant les réquisitions judiciaires ?","Obligations légales des opérateurs de télécommunications (GSM, 3G, V.SAT) face aux réquisitions judiciaires en Algérie",4,F2015008.txt_regex_doc_9_art_2,0.568359375,0.764188826084137,regex,article,F2015008.txt,17,"Décret exécutif n° 15-65 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 portant approbation de la modification du cahier des charges annexé au décret exécutif n° 13-406 du 28 Moharram 1435 correspondant au 2 décembre 2013 portant approbation de la licence d’établissement et d’exploitation d’un réseau public de télécommunications de troisième génération (3G) et de fourniture de services de télécommunications au public, attribuée à la société « Watania Télécom Algérie ».",Décret,,,,1658,False,"Source: Décret exécutif n° 15-65 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 portant approbation de la modification du cahier des charges annexé au décret exécutif n° 13-406 du 28 Moharram 1435 correspondant au 2 décembre 2013 portant approbation de la licence d’établissement et d’exploitation d’un réseau public de télécommunications de troisième génération (3G) et de fourniture de services de télécommunications au public, attribuée à la société « Watania Télécom Algérie ». Contenu: Art. 22. — Prescriptions exigées pour la défense nationale et la sécurité publique Le titulaire est tenu, conformément à la législation en vigueur, de répondre positivement et dans les plus brefs déla"
8,"Quelles sont les obligations des opérateurs de télécommunications (GSM, 3G, V.SAT) concernant les réquisitions judiciaires ?","Obligations légales des opérateurs de télécommunications (GSM, 3G, V.SAT) face aux réquisitions judiciaires en Algérie",5,F2021004.txt_regex_doc_0_art_4,0.54833984375,0.830825686454773,regex,article,F2021004.txt,3,"Décret exécutif n° 21-35 du 20 Joumada El Oula 1442 correspondant au 4 janvier 2021 portant approbation du renouvellement de la licence d'établissement et d'exploitation d'un réseau fixe de communications électroniques ouvert au public, attribuée à la société « Algérie Télécom Spa ».",Décret,,,,29466,True,"Source: Décret exécutif n° 21-35 du 20 Joumada El Oula 1442 correspondant au 4 janvier 2021 portant approbation du renouvellement de la licence d'établissement et d'exploitation d'un réseau fixe de communications électroniques ouvert au public, attribuée à la société « Algérie Télécom Spa ». Contenu: Article 1er. — Les dispositions des articles 1.1, 2.1, 3, 4.1, 5.4, 7, 8, 9.4, 9.5, 11, 12.1, 12.2, 13.1, 15.5, 20.2, 20.5, 23, 24, 26.2, 27.1, 27.3, 30.2, 31.2, 31.3, 32, 34.1, 36, 37.1 et 39.2 du cahier des charges, annexé au décret exécutif n° 05-460 du 28 Chaoual 1426 correspondant au 30 novembre 2005, modifié, susvisé, sont modifiées, complétées et rédigées comme suit : « Article 1er. — Ter"
9,Quel est le montant de l'indemnité de présence par dossier traité pour les membres des commissions de recours de sécurité sociale ?,Montant de l'indemnité de présence par dossier traité pour les membres des commissions de recours de la sécurité sociale en Algérie,1,F2009001.txt_regex_doc_12_art_9,0.9990234375,0.5228174924850464,regex,article,F2009001.txt,19,"Décret exécutif n° 08-416 du 26 Dhou El Hidja 1429 correspondant au 24 décembre 2008 fixant la composition, l’organisation et le fonctionnement des commissions nationales de recours préalable qualifiées en matière de sécurité sociale.",Décret,,,,531,False,"Source: Décret exécutif n° 08-416 du 26 Dhou El Hidja 1429 correspondant au 24 décembre 2008 fixant la composition, l’organisation et le fonctionnement des commissions nationales de recours préalable qualifiées en matière de sécurité sociale. Contenu: Art. 10. — Les membres des commissions nationales de recours préalable qualifiées perçoivent une indemnité de présence dont le montant est fixé à cent dinars (100 DA) par dossier traité, sans que le montant global de l’indemnité ne dépasse deux mille dinars (2000 DA) par séance."
9,Quel est le montant de l'indemnité de présence par dossier traité pour les membres des commissions de recours de sécurité sociale ?,Montant de l'indemnité de présence par dossier traité pour les membres des commissions de recours de la sécurité sociale en Algérie,2,F2009001.txt_regex_doc_11_art_9,0.99853515625,0.5476717948913574,regex,article,F2009001.txt,17,"Décret exécutif n° 08-415 du 26 Dhou El Hidja 1429 correspondant au 24 décembre 2008 fixant le nombre des membres, l’organisation et le fonctionnement des commissions locales de recours préalable qualifiées en matière de sécurité sociale.",Décret,,,,532,False,"Source: Décret exécutif n° 08-415 du 26 Dhou El Hidja 1429 correspondant au 24 décembre 2008 fixant le nombre des membres, l’organisation et le fonctionnement des commissions locales de recours préalable qualifiées en matière de sécurité sociale. Contenu: Art. 10. — Les membres des commissions locales de recours préalable qualifiées perçoivent une indemnité de présence dont le montant est fixé à cent dinars (100 DA) par dossier traité, sans que le montant global de l’indemnité ne dépasse deux mille dinars (2000 DA) par séance."
9,Quel est le montant de l'indemnité de présence par dossier traité pour les membres des commissions de recours de sécurité sociale ?,Montant de l'indemnité de présence par dossier traité pour les membres des commissions de recours de la sécurité sociale en Algérie,3,F2009010.txt_regex_doc_12_art_8,0.8525390625,0.723000168800354,regex,article,F2009010.txt,15,"Décret exécutif n° 09-73 du 11 Safar 1430 correspondant au 7 février 2009 fixant la composition, l'organisation et le fonctionnement de la commission d'invalidité de wilaya qualifiée en matière de sécurité sociale.",Décret,,,,408,False,"Source: Décret exécutif n° 09-73 du 11 Safar 1430 correspondant au 7 février 2009 fixant la composition, l'organisation et le fonctionnement de la commission d'invalidité de wilaya qualifiée en matière de sécurité sociale. Contenu: Art. 9. — Les membres de la commission d'invalidité de wilaya qualifiée perçoivent une indemnité de présence dont le montant est fixé à deux mille dinars (2.000 DA) par séance."
9,Quel est le montant de l'indemnité de présence par dossier traité pour les membres des commissions de recours de sécurité sociale ?,Montant de l'indemnité de présence par dossier traité pour les membres des commissions de recours de la sécurité sociale en Algérie,4,F2009001.txt_regex_doc_11_art_1,0.447509765625,0.7965071797370911,regex,article,F2009001.txt,17,"Décret exécutif n° 08-415 du 26 Dhou El Hidja 1429 correspondant au 24 décembre 2008 fixant le nombre des membres, l’organisation et le fonctionnement des commissions locales de recours préalable qualifiées en matière de sécurité sociale.",Décret,,,,5396,False,"Source: Décret exécutif n° 08-415 du 26 Dhou El Hidja 1429 correspondant au 24 décembre 2008 fixant le nombre des membres, l’organisation et le fonctionnement des commissions locales de recours préalable qualifiées en matière de sécurité sociale. Contenu: Art. 2. — Le nombre des membres des commissions locales de recours préalable qualifiées est fixé comme suit : Au titre de la caisse nationale des assurances sociales des travailleurs salariés : — deux (2) représentants des travailleurs salariés dont un représentant titulaire et l’autre suppléant, proposés par les organisations syndicales des travailleurs les plus représentatives au niveau de la wilaya ; — deux (2) représentants des employeu"
9,Quel est le montant de l'indemnité de présence par dossier traité pour les membres des commissions de recours de sécurité sociale ?,Montant de l'indemnité de présence par dossier traité pour les membres des commissions de recours de la sécurité sociale en Algérie,5,F2009010.txt_regex_doc_11_art_12,0.337158203125,0.7766458988189697,regex,article,F2009010.txt,13,"Décret exécutif n° 09-72 du 11 Safar 1430 correspondant au 7 février 2009 fixant le nombre des membres, l’organisation et le fonctionnement de la commission technique à caractère médical.",Décret,,,,378,False,"Source: Décret exécutif n° 09-72 du 11 Safar 1430 correspondant au 7 février 2009 fixant le nombre des membres, l’organisation et le fonctionnement de la commission technique à caractère médical. Contenu: Art. 13. — Les membres de la commission technique à caractère médical perçoivent une indemnité de présence dont le montant est fixé à deux mille dinars (2000 DA) par séance."
10,Quel est le pourcentage du salaire national minimum garanti (SNMG) accordé à un détenu pour un travail « spécialisé » ?,Pourcentage du salaire national minimum garanti (SNMG) alloué à un détenu pour un emploi qualifié ou spécialisé,1,F2006007.txt_regex_doc_10_art_0,0.9013671875,0.8244662284851074,regex,article,F2006007.txt,28,Arrêté interministériel du 10 Dhou El Kaada 1426 correspondant au 12 décembre 2005 fixant le barème de la rémunération accordée à la main-d’œuvre pénale.,Arrêté,,,,562,False,"Source: Arrêté interministériel du 10 Dhou El Kaada 1426 correspondant au 12 décembre 2005 fixant le barème de la rémunération accordée à la main-d’œuvre pénale. Contenu: Article 1er. — En application des dispositions de l’article 162 de la loi n° 05-04 du 27 Dhou El Hidja 1425 correspondant au 6 février 2005, susvisée, une rémunération est accordée au détenu affecté à un travail éducatif. Le taux de la rémunération varie de 20% à 60% du salaire national minimum garanti, en fonction du degré de qualification conformément au barème annexé au présent arrêté."
10,Quel est le pourcentage du salaire national minimum garanti (SNMG) accordé à un détenu pour un travail « spécialisé » ?,Pourcentage du salaire national minimum garanti (SNMG) alloué à un détenu pour un emploi qualifié ou spécialisé,2,F2015008.txt_regex_doc_3_art_1,0.37841796875,0.6796971559524536,regex,article,F2015008.txt,10,Décret exécutif n° 15-59 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 fixant les éléments constitutifs du salaire national minimum garanti.,Décret,,,,724,False,"Source: Décret exécutif n° 15-59 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 fixant les éléments constitutifs du salaire national minimum garanti. Contenu: Art. 2. — Le salaire national minimum garanti (SNMG) comprend le salaire de base, les indemnités et primes de toute nature à l’exclusion de celles se rapportant : — aux remboursements de frais engagés par le travailleur ; — à l’expérience professionnelle ou toute indemnité rémunérant l’ancienneté ; — à l’organisation du travail concernant le travail posté, le service permanent et les heures supplémentaires ; — aux conditions d’isolement ; — au rendement, à l’intéressement ou à la participation aux résultats ayant un caractère "
10,Quel est le pourcentage du salaire national minimum garanti (SNMG) accordé à un détenu pour un travail « spécialisé » ?,Pourcentage du salaire national minimum garanti (SNMG) alloué à un détenu pour un emploi qualifié ou spécialisé,3,F2015001.txt_regex_doc_5_art_75,0.03643798828125,0.9451019167900085,regex,article,F2015001.txt,8,Loi n° 15-02 du 13 Rabie El Aouel 1436 correspondant au 4 janvier 2015 relative aux mutuelles sociales.,Loi,,,,1969,False,"Source: Loi n° 15-02 du 13 Rabie El Aouel 1436 correspondant au 4 janvier 2015 relative aux mutuelles sociales. Contenu: Art. 76. — Le taux de la cotisation au régime général de la mutuelle sociale donnant droit aux prestations du régime général, individuelles et collectives, appliqué sur l’assiette de cotisation de sécurité sociale, est fixé par les statuts de la mutuelle sociale comme suit : — taux maximum de 1.5% sur l’assiette ou la tranche d’assiette de cotisation de sécurité sociale dont le montant est inférieur à trois (3) fois le salaire national minimum garanti ; — taux compris entre 1.6% et 3% sur la tranche d’assiette de cotisation de sécurité sociale dont le montant est compris e"
10,Quel est le pourcentage du salaire national minimum garanti (SNMG) accordé à un détenu pour un travail « spécialisé » ?,Pourcentage du salaire national minimum garanti (SNMG) alloué à un détenu pour un emploi qualifié ou spécialisé,4,F2005012.txt_regex_doc_1_art_161,0.03125,0.912714958190918,regex,article,F2005012.txt,9,Loi n° 05-04 du 27 Dhou El Hidja 1425 correspondant au 6 février 2005 portant code de l'organisation pénitentiaire et de la réinsertion sociale des détenus.,Loi,,,,477,False,"Source: Loi n° 05-04 du 27 Dhou El Hidja 1425 correspondant au 6 février 2005 portant code de l'organisation pénitentiaire et de la réinsertion sociale des détenus. Contenu: Art. 162. — A l'exception des tâches auxquelles les détenus sont affectés en vertu de l'article 81 de la présente loi, une rémunération est accordée au détenu pour tout travail fourni selon un barème arrêté conjointement par le ministre de la justice, garde des sceaux, et le ministre chargé du travail."
10,Quel est le pourcentage du salaire national minimum garanti (SNMG) accordé à un détenu pour un travail « spécialisé » ?,Pourcentage du salaire national minimum garanti (SNMG) alloué à un détenu pour un emploi qualifié ou spécialisé,5,F2015001.txt_regex_doc_5_art_22,0.0222930908203125,0.9881188869476318,regex,article,F2015001.txt,8,Loi n° 15-02 du 13 Rabie El Aouel 1436 correspondant au 4 janvier 2015 relative aux mutuelles sociales.,Loi,,,,2171,False,"Source: Loi n° 15-02 du 13 Rabie El Aouel 1436 correspondant au 4 janvier 2015 relative aux mutuelles sociales. Contenu: Art. 23. — L’adhésion à la retraite complémentaire des travailleurs salariés prévue à l’article 21 ci-dessus, donne lieu à versement de cotisations à la charge des bénéficiaires et des employeurs concernés. Les cotisations de retraite complémentaire des travailleurs non-salariés sont à la charge exclusive des bénéficiaires. Le taux global de cotisation de la retraite complémentaire est fixé par les statuts de la mutuelle sociale comme suit : — un taux de 3% sur l’assiette ou la tranche d’assiette de cotisation de sécurité sociale dont le montant est inférieur à trois (3) f"
